"ts_code","symbol","name","area","industry","fullname","market","list_date"
"002992.SZ",2992,宝明科技,深圳,元器件,深圳市宝明科技股份有限公司,中小板,20200803
"002993.SZ",2993,奥海科技,广东,元器件,东莞市奥海科技股份有限公司,中小板,20200817
"002996.SZ",2996,顺博合金,重庆,铝,重庆顺博铝合金股份有限公司,中小板,20200828
"002997.SZ",2997,瑞鹄模具,安徽,专用机械,瑞鹄汽车模具股份有限公司,中小板,20200903
"002998.SZ",2998,优彩资源,江苏,化纤,优彩环保资源科技股份有限公司,中小板,20200925
"002999.SZ",2999,天禾股份,广东,批发业,广东天禾农资股份有限公司,中小板,20200903
"003000.SZ",3000,劲仔食品,湖南,食品,劲仔食品集团股份有限公司,中小板,20200914
"003001.SZ",3001,中岩大地,北京,建筑工程,北京中岩大地科技股份有限公司,中小板,20201013
"003002.SZ",3002,壶化股份,山西,化工原料,山西壶化集团股份有限公司,中小板,20200922
"003003.SZ",3003,天元股份,广东,广告包装,广东天元实业集团股份有限公司,中小板,20200921
"003004.SZ",3004,声迅股份,北京,软件服务,北京声迅电子股份有限公司,中小板,20201126
"003006.SZ",3006,百亚股份,重庆,造纸,重庆百亚卫生用品股份有限公司,中小板,20200921
"003007.SZ",3007,直真科技,北京,软件服务,北京直真科技股份有限公司,中小板,20200923
"003008.SZ",3008,开普检测,河南,电气设备,许昌开普检测研究院股份有限公司,中小板,20200923
"003009.SZ",3009,中天火箭,陕西,航空,陕西中天火箭技术股份有限公司,中小板,20200925
"003010.SZ",3010,若羽臣,广东,互联网,广州若羽臣科技股份有限公司,中小板,20200925
"003011.SZ",3011,海象新材,浙江,家居用品,浙江海象新材料股份有限公司,中小板,20200930
"003012.SZ",3012,东鹏控股,广东,陶瓷,广东东鹏控股股份有限公司,中小板,20201019
"003013.SZ",3013,地铁设计,广东,建筑工程,广州地铁设计研究院股份有限公司,中小板,20201022
"003015.SZ",3015,日久光电,江苏,元器件,江苏日久光电股份有限公司,中小板,20201021
"003016.SZ",3016,欣贺股份,福建,服饰,欣贺股份有限公司,中小板,20201026
"003017.SZ",3017,大洋生物,浙江,化工原料,浙江大洋生物科技集团股份有限公司,中小板,20201026
"003018.SZ",3018,金富科技,广东,塑料,金富科技股份有限公司,中小板,20201106
"003019.SZ",3019,宸展光电,福建,元器件,宸展光电(厦门)股份有限公司,中小板,20201117
"003020.SZ",3020,立方制药,安徽,化学制药,合肥立方制药股份有限公司,中小板,20201215
"003021.SZ",3021,兆威机电,深圳,元器件,深圳市兆威机电股份有限公司,中小板,20201204
"003022.SZ",3022,联泓新科,山东,化工原料,联泓新材料科技股份有限公司,中小板,20201208
"003023.SZ",3023,彩虹集团,四川,家用电器,成都彩虹电器(集团)股份有限公司,中小板,20201211
"003025.SZ",3025,思进智能,浙江,机床制造,思进智能成形装备股份有限公司,中小板,20201211
"003026.SZ",3026,中晶科技,浙江,半导体,浙江中晶科技股份有限公司,中小板,20201218
"003027.SZ",3027,同兴环保,安徽,环境保护,同兴环保科技股份有限公司,中小板,20201218
"003028.SZ",3028,振邦智能,深圳,元器件,深圳市振邦智能科技股份有限公司,中小板,20201228
"003029.SZ",3029,吉大正元,吉林,软件服务,长春吉大正元信息技术股份有限公司,中小板,20201224
"003030.SZ",3030,祖名股份,浙江,食品,祖名豆制品股份有限公司,中小板,20210106
"003032.SZ",3032,传智教育,江苏,文教休闲,江苏传智播客教育科技股份有限公司,中小板,20210112
"003033.SZ",3033,征和工业,山东,汽车配件,青岛征和工业股份有限公司,中小板,20210111
"003035.SZ",3035,南网能源,广东,新型电力,南方电网综合能源股份有限公司,中小板,20210119
"003036.SZ",3036,泰坦股份,浙江,纺织机械,浙江泰坦股份有限公司,中小板,20210128
"003037.SZ",3037,三和管桩,广东,水泥,广东三和管桩股份有限公司,中小板,20210204
"003038.SZ",3038,鑫铂股份,安徽,铝,安徽鑫铂铝业股份有限公司,中小板,20210210
"003039.SZ",3039,顺控发展,广东,水务,广东顺控发展股份有限公司,中小板,20210308
"003040.SZ",3040,楚天龙,广东,元器件,楚天龙股份有限公司,中小板,20210322
"003041.SZ",3041,真爱美家,浙江,纺织,浙江真爱美家股份有限公司,中小板,20210406
"003042.SZ",3042,中农联合,山东,农药化肥,山东中农联合生物科技股份有限公司,中小板,20210406
"003043.SZ",3043,华亚智能,江苏,半导体,苏州华亚智能科技股份有限公司,中小板,20210406
"003816.SZ",3816,中国广核,深圳,新型电力,中国广核电力股份有限公司,中小板,20190826
"300001.SZ",300001,特锐德,山东,电气设备,青岛特锐德电气股份有限公司,创业板,20091030
"300002.SZ",300002,神州泰岳,北京,软件服务,北京神州泰岳软件股份有限公司,创业板,20091030
"300003.SZ",300003,乐普医疗,北京,医疗保健,乐普(北京)医疗器械股份有限公司,创业板,20091030
"300004.SZ",300004,南风股份,广东,电气设备,南方风机股份有限公司,创业板,20091030
"300005.SZ",300005,探路者,北京,服饰,探路者控股集团股份有限公司,创业板,20091030
"300006.SZ",300006,莱美药业,重庆,化学制药,重庆莱美药业股份有限公司,创业板,20091030
"300007.SZ",300007,汉威科技,河南,电器仪表,汉威科技集团股份有限公司,创业板,20091030
"300008.SZ",300008,天海防务,上海,船舶,天海融合防务装备技术股份有限公司,创业板,20091030
"300009.SZ",300009,安科生物,安徽,生物制药,安徽安科生物工程(集团)股份有限公司,创业板,20091030
"300010.SZ",300010,豆神教育,北京,软件服务,豆神教育科技(北京)股份有限公司,创业板,20091030
"300011.SZ",300011,鼎汉技术,北京,运输设备,北京鼎汉技术集团股份有限公司,创业板,20091030
"300012.SZ",300012,华测检测,深圳,电器仪表,华测检测认证集团股份有限公司,创业板,20091030
"300014.SZ",300014,亿纬锂能,广东,电气设备,惠州亿纬锂能股份有限公司,创业板,20091030
"300015.SZ",300015,爱尔眼科,湖南,医疗保健,爱尔眼科医院集团股份有限公司,创业板,20091030
"300016.SZ",300016,北陆药业,北京,化学制药,北京北陆药业股份有限公司,创业板,20091030
"300017.SZ",300017,网宿科技,上海,软件服务,网宿科技股份有限公司,创业板,20091030
"300019.SZ",300019,硅宝科技,四川,化工原料,成都硅宝科技股份有限公司,创业板,20091030
"300020.SZ",300020,银江技术,浙江,软件服务,银江技术股份有限公司,创业板,20091030
"300021.SZ",300021,大禹节水,甘肃,农业综合,大禹节水集团股份有限公司,创业板,20091030
"300022.SZ",300022,吉峰科技,四川,农用机械,吉峰三农科技服务股份有限公司,创业板,20091030
"300024.SZ",300024,机器人,辽宁,专用机械,沈阳新松机器人自动化股份有限公司,创业板,20091030
"300025.SZ",300025,华星创业,浙江,通信设备,杭州华星创业通信技术股份有限公司,创业板,20091030
"300026.SZ",300026,红日药业,天津,中成药,天津红日药业股份有限公司,创业板,20091030
"300027.SZ",300027,华谊兄弟,浙江,影视音像,华谊兄弟传媒股份有限公司,创业板,20091030
"300030.SZ",300030,阳普医疗,广东,医疗保健,阳普医疗科技股份有限公司,创业板,20091225
"300031.SZ",300031,宝通科技,江苏,互联网,无锡宝通科技股份有限公司,创业板,20091225
"300032.SZ",300032,金龙机电,浙江,元器件,金龙机电股份有限公司,创业板,20091225
"300033.SZ",300033,同花顺,浙江,软件服务,浙江核新同花顺网络信息股份有限公司,创业板,20091225
"300034.SZ",300034,钢研高纳,北京,航空,北京钢研高纳科技股份有限公司,创业板,20091225
"300035.SZ",300035,中科电气,湖南,电气设备,湖南中科电气股份有限公司,创业板,20091225
"300036.SZ",300036,超图软件,北京,软件服务,北京超图软件股份有限公司,创业板,20091225
"300037.SZ",300037,新宙邦,深圳,化工原料,深圳新宙邦科技股份有限公司,创业板,20100108
"300039.SZ",300039,上海凯宝,上海,中成药,上海凯宝药业股份有限公司,创业板,20100108
"300040.SZ",300040,九洲集团,黑龙江,电气设备,哈尔滨九洲集团股份有限公司,创业板,20100108
"300041.SZ",300041,回天新材,湖北,化工原料,湖北回天新材料股份有限公司,创业板,20100108
"300042.SZ",300042,朗科科技,深圳,IT设备,深圳市朗科科技股份有限公司,创业板,20100108
"300043.SZ",300043,星辉娱乐,广东,文教休闲,星辉互动娱乐股份有限公司,创业板,20100120
"300045.SZ",300045,华力创通,北京,IT设备,北京华力创通科技股份有限公司,创业板,20100120
"300046.SZ",300046,台基股份,湖北,半导体,湖北台基半导体股份有限公司,创业板,20100120
"300047.SZ",300047,天源迪科,深圳,软件服务,深圳天源迪科信息技术股份有限公司,创业板,20100120
"300048.SZ",300048,合康新能,北京,电气设备,北京合康新能科技股份有限公司,创业板,20100120
"300049.SZ",300049,福瑞股份,内蒙,医疗保健,内蒙古福瑞医疗科技股份有限公司,创业板,20100120
"300050.SZ",300050,世纪鼎利,广东,通信设备,珠海世纪鼎利科技股份有限公司,创业板,20100120
"300053.SZ",300053,欧比特,广东,半导体,珠海欧比特宇航科技股份有限公司,创业板,20100211
"300054.SZ",300054,鼎龙股份,湖北,化工原料,湖北鼎龙控股股份有限公司,创业板,20100211
"300055.SZ",300055,万邦达,北京,环境保护,北京万邦达环保技术股份有限公司,创业板,20100226
"300056.SZ",300056,中创环保,福建,环境保护,厦门中创环保科技股份有限公司,创业板,20100226
"300057.SZ",300057,万顺新材,广东,铝,汕头万顺新材集团股份有限公司,创业板,20100226
"300058.SZ",300058,蓝色光标,北京,广告包装,北京蓝色光标数据科技股份有限公司,创业板,20100226
"300059.SZ",300059,东方财富,上海,证券,东方财富信息股份有限公司,创业板,20100319
"300061.SZ",300061,旗天科技,上海,互联网,旗天科技集团股份有限公司,创业板,20100319
"300062.SZ",300062,中能电气,福建,电气设备,中能电气股份有限公司,创业板,20100319
"300063.SZ",300063,天龙集团,广东,互联网,广东天龙科技集团股份有限公司,创业板,20100326
"300065.SZ",300065,海兰信,北京,船舶,北京海兰信数据科技股份有限公司,创业板,20100326
"300066.SZ",300066,三川智慧,江西,电器仪表,三川智慧科技股份有限公司,创业板,20100326
"300067.SZ",300067,安诺其,上海,染料涂料,上海安诺其集团股份有限公司,创业板,20100421
"300068.SZ",300068,南都电源,浙江,电气设备,浙江南都电源动力股份有限公司,创业板,20100421
"300069.SZ",300069,金利华电,山西,电气设备,金利华电气股份有限公司,创业板,20100421
"300072.SZ",300072,海新能科,北京,环境保护,北京海新能源科技股份有限公司,创业板,20100427
"300073.SZ",300073,当升科技,北京,电气设备,北京当升材料科技股份有限公司,创业板,20100427
"300074.SZ",300074,华平股份,上海,软件服务,华平信息技术股份有限公司,创业板,20100427
"300075.SZ",300075,数字政通,北京,软件服务,北京数字政通科技股份有限公司,创业板,20100427
"300076.SZ",300076,GQY视讯,浙江,IT设备,宁波GQY视讯股份有限公司,创业板,20100430
"300077.SZ",300077,国民技术,深圳,半导体,国民技术股份有限公司,创业板,20100430
"300078.SZ",300078,思创医惠,浙江,软件服务,思创医惠科技股份有限公司,创业板,20100430
"300079.SZ",300079,数码视讯,北京,通信设备,北京数码视讯科技股份有限公司,创业板,20100430
"300080.SZ",300080,易成新能,河南,电气设备,河南易成新能源股份有限公司,创业板,20100625
"300081.SZ",300081,恒信东方,北京,文教休闲,恒信东方文化股份有限公司,创业板,20100520
"300082.SZ",300082,奥克股份,辽宁,化工原料,辽宁奥克化学股份有限公司,创业板,20100520
"300083.SZ",300083,创世纪,广东,机床制造,广东创世纪智能装备集团股份有限公司,创业板,20100520
"300085.SZ",300085,银之杰,深圳,软件服务,深圳市银之杰科技股份有限公司,创业板,20100526
"300086.SZ",300086,康芝药业,海南,化学制药,康芝药业股份有限公司,创业板,20100526
"300087.SZ",300087,荃银高科,安徽,种植业,安徽荃银高科种业股份有限公司,创业板,20100526
"300088.SZ",300088,长信科技,安徽,元器件,芜湖长信科技股份有限公司,创业板,20100526
"300091.SZ",300091,金通灵,江苏,机械基件,金通灵科技集团股份有限公司,创业板,20100625
"300092.SZ",300092,科新机电,四川,专用机械,四川科新机电股份有限公司,创业板,20100708
"300093.SZ",300093,金刚光伏,甘肃,玻璃,甘肃金刚光伏股份有限公司,创业板,20100708
"300094.SZ",300094,国联水产,广东,渔业,湛江国联水产开发股份有限公司,创业板,20100708
"300095.SZ",300095,华伍股份,江西,电气设备,江西华伍制动器股份有限公司,创业板,20100728
"300096.SZ",300096,易联众,福建,软件服务,易联众信息技术股份有限公司,创业板,20100728
"300097.SZ",300097,智云股份,辽宁,专用机械,大连智云自动化装备股份有限公司,创业板,20100728
"300098.SZ",300098,高新兴,广东,软件服务,高新兴科技集团股份有限公司,创业板,20100728
"300099.SZ",300099,精准信息,山东,电器仪表,尤洛卡精准信息工程股份有限公司,创业板,20100806
"300100.SZ",300100,双林股份,浙江,汽车服务,宁波双林汽车部件股份有限公司,创业板,20100806
"300101.SZ",300101,振芯科技,四川,通信设备,成都振芯科技股份有限公司,创业板,20100806
"300102.SZ",300102,乾照光电,福建,半导体,厦门乾照光电股份有限公司,创业板,20100812
"300103.SZ",300103,达刚控股,陕西,环境保护,达刚控股集团股份有限公司,创业板,20100812
"300105.SZ",300105,龙源技术,山东,电器仪表,烟台龙源电力技术股份有限公司,创业板,20100820
"300106.SZ",300106,西部牧业,新疆,乳制品,新疆西部牧业股份有限公司,创业板,20100820
"300107.SZ",300107,建新股份,河北,化工原料,河北建新化工股份有限公司,创业板,20100820
"300109.SZ",300109,新开源,河南,化工原料,博爱新开源医疗科技集团股份有限公司,创业板,20100825
"300110.SZ",300110,华仁药业,山东,化学制药,华仁药业股份有限公司,创业板,20100825
"300111.SZ",300111,向日葵,浙江,化学制药,浙江向日葵大健康科技股份有限公司,创业板,20100827
"300112.SZ",300112,万讯自控,深圳,电器仪表,深圳万讯自控股份有限公司,创业板,20100827
"300113.SZ",300113,顺网科技,浙江,互联网,杭州顺网科技股份有限公司,创业板,20100827
"300115.SZ",300115,长盈精密,深圳,元器件,深圳市长盈精密技术股份有限公司,创业板,20100902
"300116.SZ",300116,保力新,陕西,电气设备,保力新能源科技股份有限公司,创业板,20100902
"300117.SZ",300117,嘉寓股份,北京,装修装饰,嘉寓控股股份公司,创业板,20100902
"300118.SZ",300118,东方日升,浙江,电气设备,东方日升新能源股份有限公司,创业板,20100902
"300119.SZ",300119,瑞普生物,天津,农业综合,天津瑞普生物技术股份有限公司,创业板,20100917
"300120.SZ",300120,经纬辉开,天津,元器件,天津经纬辉开光电股份有限公司,创业板,20100917
"300121.SZ",300121,阳谷华泰,山东,化工原料,山东阳谷华泰化工股份有限公司,创业板,20100917
"300122.SZ",300122,智飞生物,重庆,生物制药,重庆智飞生物制品股份有限公司,创业板,20100928
"300123.SZ",300123,亚光科技,湖南,半导体,亚光科技集团股份有限公司,创业板,20100928
"300124.SZ",300124,汇川技术,深圳,电器仪表,深圳市汇川技术股份有限公司,创业板,20100928
"300125.SZ",300125,聆达股份,辽宁,电气设备,聆达集团股份有限公司,创业板,20101013
"300126.SZ",300126,锐奇股份,上海,轻工机械,锐奇控股股份有限公司,创业板,20101013
"300127.SZ",300127,银河磁体,四川,矿物制品,成都银河磁体股份有限公司,创业板,20101013
"300128.SZ",300128,锦富技术,江苏,元器件,苏州锦富技术股份有限公司,创业板,20101013
"300129.SZ",300129,泰胜风能,上海,电气设备,上海泰胜风能装备股份有限公司,创业板,20101019
"300130.SZ",300130,新国都,深圳,IT设备,深圳市新国都股份有限公司,创业板,20101019
"300131.SZ",300131,英唐智控,深圳,元器件,深圳市英唐智能控制股份有限公司,创业板,20101019
"300132.SZ",300132,青松股份,福建,化工原料,福建青松股份有限公司,创业板,20101026
"300133.SZ",300133,华策影视,浙江,影视音像,浙江华策影视股份有限公司,创业板,20101026
"300134.SZ",300134,大富科技,安徽,通信设备,大富科技(安徽)股份有限公司,创业板,20101026
"300136.SZ",300136,信维通信,深圳,通信设备,深圳市信维通信股份有限公司,创业板,20101105
"300137.SZ",300137,先河环保,河北,环境保护,河北先河环保科技股份有限公司,创业板,20101105
"300138.SZ",300138,晨光生物,河北,食品,晨光生物科技集团股份有限公司,创业板,20101105
"300139.SZ",300139,晓程科技,北京,元器件,北京晓程科技股份有限公司,创业板,20101112
"300141.SZ",300141,和顺电气,江苏,电气设备,苏州工业园区和顺电气股份有限公司,创业板,20101112
"300142.SZ",300142,沃森生物,云南,生物制药,云南沃森生物技术股份有限公司,创业板,20101112
"300143.SZ",300143,盈康生命,山东,医疗保健,盈康生命科技股份有限公司,创业板,20101209
"300144.SZ",300144,宋城演艺,浙江,旅游景点,宋城演艺发展股份有限公司,创业板,20101209
"300145.SZ",300145,中金环境,浙江,机械基件,南方中金环境股份有限公司,创业板,20101209
"300146.SZ",300146,汤臣倍健,广东,食品,汤臣倍健股份有限公司,创业板,20101215
"300147.SZ",300147,香雪制药,广东,中成药,广州市香雪制药股份有限公司,创业板,20101215
"300148.SZ",300148,天舟文化,湖南,互联网,天舟文化股份有限公司,创业板,20101215
"300149.SZ",300149,睿智医药,广东,生物制药,睿智医药科技股份有限公司,创业板,20101222
"300150.SZ",300150,世纪瑞尔,北京,软件服务,北京世纪瑞尔技术股份有限公司,创业板,20101222
"300151.SZ",300151,昌红科技,深圳,专用机械,深圳市昌红科技股份有限公司,创业板,20101222
"300153.SZ",300153,科泰电源,上海,电气设备,上海科泰电源股份有限公司,创业板,20101229
"300154.SZ",300154,瑞凌股份,深圳,机械基件,深圳市瑞凌实业集团股份有限公司,创业板,20101229
"300155.SZ",300155,安居宝,广东,IT设备,广东安居宝数码科技股份有限公司,创业板,20110107
"300157.SZ",300157,恒泰艾普,北京,石油开采,恒泰艾普集团股份有限公司,创业板,20110107
"300158.SZ",300158,振东制药,山西,化学制药,山西振东制药股份有限公司,创业板,20110107
"300160.SZ",300160,秀强股份,江苏,家用电器,江苏秀强玻璃工艺股份有限公司,创业板,20110113
"300161.SZ",300161,华中数控,湖北,机床制造,武汉华中数控股份有限公司,创业板,20110113
"300162.SZ",300162,雷曼光电,深圳,元器件,深圳雷曼光电科技股份有限公司,创业板,20110113
"300163.SZ",300163,先锋新材,浙江,其他建材,宁波先锋新材料股份有限公司,创业板,20110113
"300164.SZ",300164,通源石油,陕西,石油开采,通源石油科技集团股份有限公司,创业板,20110113
"300165.SZ",300165,天瑞仪器,江苏,电器仪表,江苏天瑞仪器股份有限公司,创业板,20110125
"300166.SZ",300166,东方国信,北京,软件服务,北京东方国信科技股份有限公司,创业板,20110125
"300167.SZ",300167,迪威迅,深圳,软件服务,深圳市迪威迅股份有限公司,创业板,20110125
"300168.SZ",300168,万达信息,上海,软件服务,万达信息股份有限公司,创业板,20110125
"300170.SZ",300170,汉得信息,上海,软件服务,上海汉得信息技术股份有限公司,创业板,20110201
"300171.SZ",300171,东富龙,上海,医疗保健,东富龙科技集团股份有限公司,创业板,20110201
"300172.SZ",300172,中电环保,江苏,环境保护,中电环保股份有限公司,创业板,20110201
"300173.SZ",300173,福能东方,广东,轻工机械,福能东方装备科技股份有限公司,创业板,20110201
"300174.SZ",300174,元力股份,福建,化工原料,福建元力活性炭股份有限公司,创业板,20110201
"300175.SZ",300175,朗源股份,山东,食品,朗源股份有限公司,创业板,20110215
"300176.SZ",300176,派生科技,广东,汽车配件,广东派生智能科技股份有限公司,创业板,20110215
"300177.SZ",300177,中海达,广东,通信设备,广州中海达卫星导航技术股份有限公司,创业板,20110215
"300179.SZ",300179,四方达,河南,矿物制品,河南四方达超硬材料股份有限公司,创业板,20110215
"300180.SZ",300180,华峰超纤,上海,化纤,上海华峰超纤科技股份有限公司,创业板,20110222
"300181.SZ",300181,佐力药业,浙江,中成药,浙江佐力药业股份有限公司,创业板,20110222
"300182.SZ",300182,捷成股份,北京,影视音像,北京捷成世纪科技股份有限公司,创业板,20110222
"300183.SZ",300183,东软载波,山东,通信设备,青岛东软载波科技股份有限公司,创业板,20110222
"300184.SZ",300184,力源信息,湖北,元器件,武汉力源信息技术股份有限公司,创业板,20110222
"300185.SZ",300185,通裕重工,山东,工程机械,通裕重工股份有限公司,创业板,20110308
"300187.SZ",300187,永清环保,湖南,环境保护,永清环保股份有限公司,创业板,20110308
"300188.SZ",300188,美亚柏科,福建,软件服务,厦门市美亚柏科信息股份有限公司,创业板,20110316
"300190.SZ",300190,维尔利,江苏,环境保护,维尔利环保科技集团股份有限公司,创业板,20110316
"300191.SZ",300191,潜能恒信,北京,石油开采,潜能恒信能源技术股份有限公司,创业板,20110316
"300192.SZ",300192,科德教育,江苏,文教休闲,苏州科德教育科技股份有限公司,创业板,20110322
"300193.SZ",300193,佳士科技,深圳,专用机械,深圳市佳士科技股份有限公司,创业板,20110322
"300194.SZ",300194,福安药业,重庆,化学制药,福安药业(集团)股份有限公司,创业板,20110322
"300195.SZ",300195,长荣股份,天津,轻工机械,天津长荣科技集团股份有限公司,创业板,20110329
"300196.SZ",300196,长海股份,江苏,玻璃,江苏长海复合材料股份有限公司,创业板,20110329
"300197.SZ",300197,节能铁汉,深圳,环境保护,中节能铁汉生态环境股份有限公司,创业板,20110329
"300198.SZ",300198,纳川股份,福建,塑料,福建纳川管材科技股份有限公司,创业板,20110407
"300199.SZ",300199,翰宇药业,深圳,化学制药,深圳翰宇药业股份有限公司,创业板,20110407
"300200.SZ",300200,高盟新材,北京,化工原料,北京高盟新材料股份有限公司,创业板,20110407
"300203.SZ",300203,聚光科技,浙江,环境保护,聚光科技(杭州)股份有限公司,创业板,20110415
"300204.SZ",300204,舒泰神,北京,生物制药,舒泰神(北京)生物制药股份有限公司,创业板,20110415
"300205.SZ",300205,天喻信息,湖北,通信设备,武汉天喻信息产业股份有限公司,创业板,20110421
"300206.SZ",300206,理邦仪器,深圳,医疗保健,深圳市理邦精密仪器股份有限公司,创业板,20110421
"300207.SZ",300207,欣旺达,深圳,电气设备,欣旺达电子股份有限公司,创业板,20110421
"300208.SZ",300208,青岛中程,山东,电气设备,青岛中资中程集团股份有限公司,创业板,20110426
"300209.SZ",300209,有棵树,湖南,互联网,有棵树科技股份有限公司,创业板,20110426
"300210.SZ",300210,森远股份,辽宁,专用机械,鞍山森远路桥股份有限公司,创业板,20110426
"300211.SZ",300211,亿通科技,江苏,通信设备,江苏亿通高科技股份有限公司,创业板,20110505
"300212.SZ",300212,易华录,北京,软件服务,北京易华录信息技术股份有限公司,创业板,20110505
"300213.SZ",300213,佳讯飞鸿,北京,通信设备,北京佳讯飞鸿电气股份有限公司,创业板,20110505
"300214.SZ",300214,日科化学,山东,化工原料,山东日科化学股份有限公司,创业板,20110511
"300215.SZ",300215,电科院,江苏,电气设备,苏州电器科学研究院股份有限公司,创业板,20110511
"300217.SZ",300217,东方电热,江苏,家用电器,镇江东方电热科技股份有限公司,创业板,20110518
"300218.SZ",300218,安利股份,安徽,塑料,安徽安利材料科技股份有限公司,创业板,20110518
"300219.SZ",300219,鸿利智汇,广东,元器件,鸿利智汇集团股份有限公司,创业板,20110518
"300220.SZ",300220,金运激光,湖北,专用机械,武汉金运激光股份有限公司,创业板,20110525
"300221.SZ",300221,银禧科技,广东,塑料,广东银禧科技股份有限公司,创业板,20110525
"300222.SZ",300222,科大智能,上海,电气设备,科大智能科技股份有限公司,创业板,20110525
"300223.SZ",300223,北京君正,北京,半导体,北京君正集成电路股份有限公司,创业板,20110531
"300224.SZ",300224,正海磁材,山东,矿物制品,烟台正海磁性材料股份有限公司,创业板,20110531
"300225.SZ",300225,金力泰,上海,染料涂料,上海金力泰化工股份有限公司,创业板,20110531
"300226.SZ",300226,上海钢联,上海,互联网,上海钢联电子商务股份有限公司,创业板,20110608
"300227.SZ",300227,光韵达,深圳,专用机械,深圳光韵达光电科技股份有限公司,创业板,20110608
"300228.SZ",300228,富瑞特装,江苏,化工机械,张家港富瑞特种装备股份有限公司,创业板,20110608
"300229.SZ",300229,拓尔思,北京,软件服务,拓尔思信息技术股份有限公司,创业板,20110615
"300230.SZ",300230,永利股份,上海,塑料,上海永利带业股份有限公司,创业板,20110615
"300231.SZ",300231,银信科技,北京,软件服务,北京银信长远科技股份有限公司,创业板,20110615
"300232.SZ",300232,洲明科技,深圳,半导体,深圳市洲明科技股份有限公司,创业板,20110622
"300233.SZ",300233,金城医药,山东,化学制药,山东金城医药集团股份有限公司,创业板,20110622
"300234.SZ",300234,开尔新材,浙江,陶瓷,浙江开尔新材料股份有限公司,创业板,20110622
"300235.SZ",300235,方直科技,深圳,软件服务,深圳市方直科技股份有限公司,创业板,20110629
"300236.SZ",300236,上海新阳,上海,半导体,上海新阳半导体材料股份有限公司,创业板,20110629
"300238.SZ",300238,冠昊生物,广东,医疗保健,冠昊生物科技股份有限公司,创业板,20110706
"300239.SZ",300239,东宝生物,内蒙,生物制药,包头东宝生物技术股份有限公司,创业板,20110706
"300240.SZ",300240,飞力达,江苏,仓储物流,江苏飞力达国际物流股份有限公司,创业板,20110706
"300241.SZ",300241,瑞丰光电,深圳,半导体,深圳市瑞丰光电子股份有限公司,创业板,20110712
"300242.SZ",300242,佳云科技,广东,互联网,广东佳兆业佳云科技股份有限公司,创业板,20110712
"300243.SZ",300243,瑞丰高材,山东,化工原料,山东瑞丰高分子材料股份有限公司,创业板,20110712
"300244.SZ",300244,迪安诊断,浙江,医疗保健,迪安诊断技术集团股份有限公司,创业板,20110719
"300245.SZ",300245,天玑科技,上海,软件服务,上海天玑科技股份有限公司,创业板,20110719
"300246.SZ",300246,宝莱特,广东,医疗保健,广东宝莱特医用科技股份有限公司,创业板,20110719
"300247.SZ",300247,融捷健康,安徽,医疗保健,融捷健康科技股份有限公司,创业板,20110729
"300248.SZ",300248,新开普,河南,软件服务,新开普电子股份有限公司,创业板,20110729
"300249.SZ",300249,依米康,四川,软件服务,依米康科技集团股份有限公司,创业板,20110803
"300250.SZ",300250,初灵信息,浙江,软件服务,杭州初灵信息技术股份有限公司,创业板,20110803
"300251.SZ",300251,光线传媒,北京,影视音像,北京光线传媒股份有限公司,创业板,20110803
"300252.SZ",300252,金信诺,深圳,通信设备,深圳金信诺高新技术股份有限公司,创业板,20110818
"300253.SZ",300253,卫宁健康,上海,软件服务,卫宁健康科技集团股份有限公司,创业板,20110818
"300254.SZ",300254,仟源医药,山西,化学制药,山西仟源医药集团股份有限公司,创业板,20110819
"300255.SZ",300255,常山药业,河北,生物制药,河北常山生化药业股份有限公司,创业板,20110819
"300257.SZ",300257,开山股份,上海,机械基件,开山集团股份有限公司,创业板,20110819
"300258.SZ",300258,精锻科技,江苏,汽车配件,江苏太平洋精锻科技股份有限公司,创业板,20110826
"300259.SZ",300259,新天科技,河南,电器仪表,新天科技股份有限公司,创业板,20110831
"300260.SZ",300260,新莱应材,江苏,机械基件,昆山新莱洁净应用材料股份有限公司,创业板,20110906
"300262.SZ",300262,巴安水务,上海,水务,上海巴安水务股份有限公司,创业板,20110916
"300263.SZ",300263,隆华科技,河南,专用机械,隆华科技集团(洛阳)股份有限公司,创业板,20110916
"300264.SZ",300264,佳创视讯,深圳,软件服务,深圳市佳创视讯技术股份有限公司,创业板,20110916
"300265.SZ",300265,通光线缆,江苏,电气设备,江苏通光电子线缆股份有限公司,创业板,20110916
"300267.SZ",300267,尔康制药,湖南,化学制药,湖南尔康制药股份有限公司,创业板,20110927
"300268.SZ",300268,佳沃食品,湖南,农业综合,佳沃食品股份有限公司,创业板,20110927
"300270.SZ",300270,中威电子,浙江,通信设备,杭州中威电子股份有限公司,创业板,20111012
"300271.SZ",300271,华宇软件,北京,软件服务,北京华宇软件股份有限公司,创业板,20111026
"300272.SZ",300272,开能健康,上海,家用电器,开能健康科技集团股份有限公司,创业板,20111102
"300274.SZ",300274,阳光电源,安徽,电气设备,阳光电源股份有限公司,创业板,20111102
"300275.SZ",300275,梅安森,重庆,工程机械,重庆梅安森科技股份有限公司,创业板,20111102
"300276.SZ",300276,三丰智能,湖北,专用机械,三丰智能装备集团股份有限公司,创业板,20111115
"300277.SZ",300277,海联讯,深圳,软件服务,深圳海联讯科技股份有限公司,创业板,20111123
