"ts_code","symbol","name","area","industry","fullname","market","list_date"
"000001.SZ",1,平安银行,深圳,银行,平安银行股份有限公司,主板,19910403
"000002.SZ",2,万科A,深圳,全国地产,万科企业股份有限公司,主板,19910129
"000005.SZ",5,ST星源,深圳,环境保护,深圳世纪星源股份有限公司,主板,19901210
"000006.SZ",6,深振业A,深圳,区域地产,深圳市振业(集团)股份有限公司,主板,19920427
"000008.SZ",8,神州高铁,北京,运输设备,神州高铁技术股份有限公司,主板,19920507
"000009.SZ",9,中国宝安,深圳,电气设备,中国宝安集团股份有限公司,主板,19910625
"000010.SZ",10,美丽生态,深圳,建筑工程,深圳美丽生态股份有限公司,主板,19951027
"000011.SZ",11,深物业A,深圳,区域地产,深圳市物业发展(集团)股份有限公司,主板,19920330
"000012.SZ",12,南玻A,深圳,玻璃,中国南玻集团股份有限公司,主板,19920228
"000014.SZ",14,沙河股份,深圳,全国地产,沙河实业股份有限公司,主板,19920602
"000016.SZ",16,深康佳A,深圳,家用电器,康佳集团股份有限公司,主板,19920327
"000017.SZ",17,深中华A,深圳,服饰,深圳中华自行车(集团)股份有限公司,主板,19920331
"000019.SZ",19,深粮控股,深圳,农业综合,深圳市深粮控股股份有限公司,主板,19921012
"000020.SZ",20,深华发A,深圳,元器件,深圳中恒华发股份有限公司,主板,19920428
"000021.SZ",21,深科技,深圳,IT设备,深圳长城开发科技股份有限公司,主板,19940202
"000023.SZ",23,深天地A,深圳,水泥,深圳市天地(集团)股份有限公司,主板,19930429
"000025.SZ",25,特力A,深圳,汽车服务,深圳市特力(集团)股份有限公司,主板,19930621
"000026.SZ",26,飞亚达,深圳,服饰,飞亚达精密科技股份有限公司,主板,19930603
"000027.SZ",27,深圳能源,深圳,火力发电,深圳能源集团股份有限公司,主板,19930903
"000028.SZ",28,国药一致,深圳,医药商业,国药集团一致药业股份有限公司,主板,19930809
"000029.SZ",29,深深房A,深圳,区域地产,深圳经济特区房地产(集团)股份有限公司,主板,19930915
"000030.SZ",30,富奥股份,吉林,汽车配件,富奥汽车零部件股份有限公司,主板,19930929
"000031.SZ",31,大悦城,深圳,全国地产,大悦城控股集团股份有限公司,主板,19931008
"000032.SZ",32,深桑达A,深圳,建筑工程,深圳市桑达实业股份有限公司,主板,19931028
"000034.SZ",34,神州数码,深圳,软件服务,神州数码集团股份有限公司,主板,19940509
"000035.SZ",35,中国天楹,江苏,环境保护,中国天楹股份有限公司,主板,19940408
"000036.SZ",36,华联控股,深圳,全国地产,华联控股股份有限公司,主板,19940617
"000037.SZ",37,深南电A,深圳,火力发电,深圳南山热电股份有限公司,主板,19940701
"000039.SZ",39,中集集团,深圳,运输设备,中国国际海运集装箱(集团)股份有限公司,主板,19940408
"000040.SZ",40,东旭蓝天,深圳,新型电力,东旭蓝天新能源股份有限公司,主板,19940808
"000042.SZ",42,中洲控股,深圳,全国地产,深圳市中洲投资控股股份有限公司,主板,19940921
"000046.SZ",46,泛海控股,北京,多元金融,泛海控股股份有限公司,主板,19940912
"000048.SZ",48,京基智农,深圳,区域地产,深圳市京基智农时代股份有限公司,主板,19941101
"000049.SZ",49,德赛电池,深圳,电气设备,深圳市德赛电池科技股份有限公司,主板,19950320
"000050.SZ",50,深天马A,深圳,元器件,天马微电子股份有限公司,主板,19950315
"000055.SZ",55,方大集团,深圳,装修装饰,方大集团股份有限公司,主板,19960415
"000056.SZ",56,皇庭国际,深圳,房产服务,深圳市皇庭国际企业股份有限公司,主板,19960708
"000058.SZ",58,深赛格,深圳,商品城,深圳赛格股份有限公司,主板,19961226
"000059.SZ",59,华锦股份,辽宁,石油加工,北方华锦化学工业股份有限公司,主板,19970130
"000060.SZ",60,中金岭南,深圳,铅锌,深圳市中金岭南有色金属股份有限公司,主板,19970123
"000061.SZ",61,农产品,深圳,农业综合,深圳市农产品集团股份有限公司,主板,19970110
"000062.SZ",62,深圳华强,深圳,元器件,深圳华强实业股份有限公司,主板,19970130
"000063.SZ",63,中兴通讯,深圳,通信设备,中兴通讯股份有限公司,主板,19971118
"000066.SZ",66,中国长城,深圳,IT设备,中国长城科技集团股份有限公司,主板,19970626
"000068.SZ",68,华控赛格,深圳,环境保护,深圳华控赛格股份有限公司,主板,19970611
"000069.SZ",69,华侨城A,深圳,旅游景点,深圳华侨城股份有限公司,主板,19970910
"000070.SZ",70,特发信息,深圳,通信设备,深圳市特发信息股份有限公司,主板,20000511
"000078.SZ",78,海王生物,深圳,医药商业,深圳市海王生物工程股份有限公司,主板,19981218
"000089.SZ",89,深圳机场,深圳,机场,深圳市机场股份有限公司,主板,19980420
"000090.SZ",90,天健集团,深圳,建筑工程,深圳市天健(集团)股份有限公司,主板,19990721
"000096.SZ",96,广聚能源,深圳,石油贸易,深圳市广聚能源股份有限公司,主板,20000724
"000099.SZ",99,中信海直,深圳,空运,中信海洋直升机股份有限公司,主板,20000731
"000100.SZ",100,TCL科技,广东,元器件,TCL科技集团股份有限公司,主板,20040130
"000151.SZ",151,中成股份,北京,商贸代理,中成进出口股份有限公司,主板,20000906
"000156.SZ",156,华数传媒,浙江,影视音像,华数传媒控股股份有限公司,主板,20000906
"000157.SZ",157,中联重科,湖南,工程机械,中联重科股份有限公司,主板,20001012
"000158.SZ",158,常山北明,河北,软件服务,石家庄常山北明科技股份有限公司,主板,20000724
"000159.SZ",159,国际实业,新疆,石油贸易,新疆国际实业股份有限公司,主板,20000926
"000166.SZ",166,申万宏源,新疆,证券,申万宏源集团股份有限公司,主板,20150126
"000301.SZ",301,东方盛虹,江苏,化纤,江苏东方盛虹股份有限公司,主板,20000529
"000333.SZ",333,美的集团,广东,家用电器,美的集团股份有限公司,主板,20130918
"000338.SZ",338,潍柴动力,山东,汽车配件,潍柴动力股份有限公司,主板,20070430
"000400.SZ",400,许继电气,河南,电气设备,许继电气股份有限公司,主板,19970418
"000401.SZ",401,冀东水泥,河北,水泥,唐山冀东水泥股份有限公司,主板,19960614
"000402.SZ",402,金融街,北京,全国地产,金融街控股股份有限公司,主板,19960626
"000403.SZ",403,派林生物,山西,生物制药,派斯双林生物制药股份有限公司,主板,19960628
"000404.SZ",404,长虹华意,江西,家用电器,长虹华意压缩机股份有限公司,主板,19960619
"000407.SZ",407,胜利股份,山东,供气供热,山东胜利股份有限公司,主板,19960703
"000408.SZ",408,藏格矿业,青海,农药化肥,藏格矿业股份有限公司,主板,19960628
"000409.SZ",409,云鼎科技,山东,软件服务,云鼎科技股份有限公司,主板,19960627
"000413.SZ",413,东旭光电,河北,元器件,东旭光电科技股份有限公司,主板,19960925
"000415.SZ",415,渤海租赁,新疆,多元金融,渤海租赁股份有限公司,主板,19960716
"000416.SZ",416,民生控股,山东,多元金融,民生控股股份有限公司,主板,19960719
"000417.SZ",417,合肥百货,安徽,百货,合肥百货大楼集团股份有限公司,主板,19960812
"000419.SZ",419,通程控股,湖南,百货,长沙通程控股股份有限公司,主板,19960816
"000421.SZ",421,南京公用,江苏,供气供热,南京公用发展股份有限公司,主板,19960806
"000422.SZ",422,湖北宜化,湖北,农药化肥,湖北宜化化工股份有限公司,主板,19960815
"000423.SZ",423,东阿阿胶,山东,中成药,东阿阿胶股份有限公司,主板,19960729
"000426.SZ",426,兴业矿业,内蒙,铅锌,内蒙古兴业矿业股份有限公司,主板,19960828
"000428.SZ",428,华天酒店,湖南,酒店餐饮,华天酒店集团股份有限公司,主板,19960808
"000429.SZ",429,粤高速A,广东,路桥,广东省高速公路发展股份有限公司,主板,19980220
"000430.SZ",430,张家界,湖南,旅游景点,张家界旅游集团股份有限公司,主板,19960829
"000488.SZ",488,晨鸣纸业,山东,造纸,山东晨鸣纸业集团股份有限公司,主板,20001120
"000498.SZ",498,山东路桥,山东,建筑工程,山东高速路桥集团股份有限公司,主板,19970609
"000501.SZ",501,武商集团,湖北,百货,武商集团股份有限公司,主板,19921120
"000503.SZ",503,国新健康,山东,软件服务,国新健康保障服务集团股份有限公司,主板,19921130
"000504.SZ",504,南华生物,湖南,医疗保健,南华生物医药股份有限公司,主板,19921208
"000505.SZ",505,京粮控股,海南,食品,海南京粮控股股份有限公司,主板,19921221
"000507.SZ",507,珠海港,广东,港口,珠海港股份有限公司,主板,19930326
"000513.SZ",513,丽珠集团,广东,化学制药,丽珠医药集团股份有限公司,主板,19931028
"000514.SZ",514,渝开发,重庆,区域地产,重庆渝开发股份有限公司,主板,19930712
"000517.SZ",517,荣安地产,浙江,区域地产,荣安地产股份有限公司,主板,19930806
"000518.SZ",518,四环生物,江苏,生物制药,江苏四环生物股份有限公司,主板,19930908
"000519.SZ",519,中兵红箭,湖南,专用机械,中兵红箭股份有限公司,主板,19931008
"000520.SZ",520,长航凤凰,湖北,水运,长航凤凰股份有限公司,主板,19931025
"000521.SZ",521,长虹美菱,安徽,家用电器,长虹美菱股份有限公司,主板,19931018
"000524.SZ",524,岭南控股,广东,旅游服务,广州岭南集团控股股份有限公司,主板,19931118
"000525.SZ",525,ST红太阳,江苏,农药化肥,南京红太阳股份有限公司,主板,19931028
"000526.SZ",526,学大教育,福建,文教休闲,学大(厦门)教育科技集团股份有限公司,主板,19931101
"000529.SZ",529,广弘控股,广东,出版业,广东广弘控股股份有限公司,主板,19931118
"000530.SZ",530,冰山冷热,辽宁,机械基件,冰山冷热科技股份有限公司,主板,19931208
"000531.SZ",531,穗恒运A,广东,火力发电,广州恒运企业集团股份有限公司,主板,19940106
"000532.SZ",532,华金资本,广东,多元金融,珠海华金资本股份有限公司,主板,19940103
"000533.SZ",533,顺钠股份,广东,电气设备,广东顺钠电气股份有限公司,主板,19940103
"000534.SZ",534,万泽股份,广东,生物制药,万泽实业股份有限公司,主板,19940110
"000536.SZ",536,华映科技,福建,元器件,华映科技(集团)股份有限公司,主板,19931126
"000537.SZ",537,广宇发展,天津,新型电力,天津中绿电投资股份有限公司,主板,19931210
"000538.SZ",538,云南白药,云南,中成药,云南白药集团股份有限公司,主板,19931215
"000539.SZ",539,粤电力A,广东,火力发电,广东电力发展股份有限公司,主板,19931126
"000540.SZ",540,中天金融,贵州,多元金融,中天金融集团股份有限公司,主板,19940202
"000541.SZ",541,佛山照明,广东,家用电器,佛山电器照明股份有限公司,主板,19931123
"000543.SZ",543,皖能电力,安徽,火力发电,安徽省皖能股份有限公司,主板,19931220
"000544.SZ",544,中原环保,河南,环境保护,中原环保股份有限公司,主板,19931208
"000545.SZ",545,金浦钛业,吉林,化工原料,金浦钛业股份有限公司,主板,19931215
"000547.SZ",547,航天发展,福建,通信设备,航天工业发展股份有限公司,主板,19931130
"000548.SZ",548,湖南投资,湖南,路桥,湖南投资集团股份有限公司,主板,19931220
"000550.SZ",550,江铃汽车,江西,汽车整车,江铃汽车股份有限公司,主板,19931201
"000551.SZ",551,创元科技,江苏,专用机械,创元科技股份有限公司,主板,19940106
"000553.SZ",553,安道麦A,湖北,农药化肥,安道麦股份有限公司,主板,19931203
"000554.SZ",554,泰山石油,山东,石油贸易,中国石化山东泰山石油股份有限公司,主板,19931215
"000555.SZ",555,神州信息,深圳,软件服务,神州数码信息服务股份有限公司,主板,19940408
"000557.SZ",557,西部创业,宁夏,铁路,宁夏西部创业实业股份有限公司,主板,19940617
"000558.SZ",558,莱茵体育,浙江,文教休闲,莱茵达体育发展股份有限公司,主板,19940509
"000559.SZ",559,万向钱潮,浙江,汽车配件,万向钱潮股份公司,主板,19940110
"000560.SZ",560,我爱我家,云南,房产服务,我爱我家控股集团股份有限公司,主板,19940202
"000561.SZ",561,烽火电子,陕西,通信设备,陕西烽火电子股份有限公司,主板,19940509
"000563.SZ",563,陕国投A,陕西,多元金融,陕西省国际信托股份有限公司,主板,19940110
"000565.SZ",565,渝三峡A,重庆,染料涂料,重庆三峡油漆股份有限公司,主板,19940408
"000566.SZ",566,海南海药,海南,化学制药,海南海药股份有限公司,主板,19940525
"000567.SZ",567,海德股份,海南,多元金融,海南海德资本管理股份有限公司,主板,19940525
"000568.SZ",568,泸州老窖,四川,白酒,泸州老窖股份有限公司,主板,19940509
"000570.SZ",570,苏常柴A,江苏,农用机械,常柴股份有限公司,主板,19940701
"000571.SZ",571,ST大洲,海南,煤炭开采,新大洲控股股份有限公司,主板,19940525
"000572.SZ",572,海马汽车,海南,汽车整车,海马汽车股份有限公司,主板,19940808
"000573.SZ",573,粤宏远A,广东,区域地产,东莞宏远工业区股份有限公司,主板,19940815
"000576.SZ",576,甘化科工,广东,食品,广东甘化科工股份有限公司,主板,19940907
"000581.SZ",581,威孚高科,江苏,汽车配件,无锡威孚高科技集团股份有限公司,主板,19980924
"000582.SZ",582,北部湾港,广西,港口,北部湾港股份有限公司,主板,19951102
"000586.SZ",586,汇源通信,四川,通信设备,四川汇源光通信股份有限公司,主板,19951220
"000589.SZ",589,贵州轮胎,贵州,汽车配件,贵州轮胎股份有限公司,主板,19960308
"000590.SZ",590,启迪药业,湖南,中成药,启迪药业集团股份公司,主板,19960119
"000591.SZ",591,太阳能,重庆,新型电力,中节能太阳能股份有限公司,主板,19960208
"000592.SZ",592,平潭发展,福建,林业,中福海峡(平潭)发展股份有限公司,主板,19960327
"000593.SZ",593,德龙汇能,四川,供气供热,德龙汇能集团股份有限公司,主板,19960312
"000595.SZ",595,宝塔实业,宁夏,机械基件,宝塔实业股份有限公司,主板,19960419
"000596.SZ",596,古井贡酒,安徽,白酒,安徽古井贡酒股份有限公司,主板,19960927
"000597.SZ",597,东北制药,辽宁,化学制药,东北制药集团股份有限公司,主板,19960523
"000598.SZ",598,兴蓉环境,四川,水务,成都市兴蓉环境股份有限公司,主板,19960529
"000599.SZ",599,青岛双星,山东,汽车配件,青岛双星股份有限公司,主板,19960430
"000600.SZ",600,建投能源,河北,火力发电,河北建投能源投资股份有限公司,主板,19960606
"000603.SZ",603,盛达资源,北京,铅锌,盛达金属资源股份有限公司,主板,19960823
"000605.SZ",605,渤海股份,北京,供气供热,渤海水业股份有限公司,主板,19960913
"000607.SZ",607,华媒控股,浙江,广告包装,浙江华媒控股股份有限公司,主板,19960830
"000608.SZ",608,阳光股份,广西,区域地产,阳光新业地产股份有限公司,主板,19960919
"000610.SZ",610,西安旅游,陕西,旅游服务,西安旅游股份有限公司,主板,19960926
"000612.SZ",612,焦作万方,河南,铝,焦作万方铝业股份有限公司,主板,19960926
"000615.SZ",615,奥园美谷,湖北,医疗保健,奥园美谷科技股份有限公司,主板,19961016
"000616.SZ",616,ST海投,辽宁,全国地产,海航投资集团股份有限公司,主板,19961108
"000617.SZ",617,中油资本,新疆,多元金融,中国石油集团资本股份有限公司,主板,19961022
"000619.SZ",619,海螺新材,安徽,其他建材,海螺(安徽)节能环保新材料股份有限公司,主板,19961023
"000620.SZ",620,新华联,北京,全国地产,新华联文化旅游发展股份有限公司,主板,19961029
"000622.SZ",622,恒立实业,湖南,批发业,恒立实业发展集团股份有限公司,主板,19961107
"000623.SZ",623,吉林敖东,吉林,中成药,吉林敖东药业集团股份有限公司,主板,19961028
"000625.SZ",625,长安汽车,重庆,汽车整车,重庆长安汽车股份有限公司,主板,19970610
"000626.SZ",626,远大控股,江苏,商贸代理,远大产业控股股份有限公司,主板,19961128
"000627.SZ",627,天茂集团,湖北,保险,天茂实业集团股份有限公司,主板,19961112
"000628.SZ",628,高新发展,四川,建筑工程,成都高新发展股份有限公司,主板,19961118
"000629.SZ",629,钒钛股份,四川,小金属,攀钢集团钒钛资源股份有限公司,主板,19961115
"000631.SZ",631,顺发恒业,浙江,区域地产,顺发恒业股份公司,主板,19961122
"000632.SZ",632,三木集团,福建,综合类,福建三木集团股份有限公司,主板,19961121
"000633.SZ",633,合金投资,新疆,小金属,新疆合金投资股份有限公司,主板,19961112
"000635.SZ",635,英力特,宁夏,化工原料,宁夏英力特化工股份有限公司,主板,19961120
"000636.SZ",636,风华高科,广东,元器件,广东风华高新科技股份有限公司,主板,19961129
"000637.SZ",637,茂化实华,广东,石油加工,茂名石化实华股份有限公司,主板,19961114
"000639.SZ",639,西王食品,山东,食品,西王食品股份有限公司,主板,19961126
"000650.SZ",650,仁和药业,江西,中成药,仁和药业股份有限公司,主板,19961210
"000651.SZ",651,格力电器,广东,家用电器,珠海格力电器股份有限公司,主板,19961118
"000652.SZ",652,泰达股份,天津,批发业,天津泰达股份有限公司,主板,19961128
"000655.SZ",655,金岭矿业,山东,普钢,山东金岭矿业股份有限公司,主板,19961128
"000656.SZ",656,金科股份,重庆,全国地产,金科地产集团股份有限公司,主板,19961128
"000657.SZ",657,中钨高新,海南,小金属,中钨高新材料股份有限公司,主板,19961205
"000659.SZ",659,珠海中富,广东,广告包装,珠海中富实业股份有限公司,主板,19961203
"000661.SZ",661,长春高新,吉林,生物制药,长春高新技术产业(集团)股份有限公司,主板,19961218
"000663.SZ",663,永安林业,福建,林业,福建省永安林业(集团)股份有限公司,主板,19961206
"000665.SZ",665,湖北广电,湖北,影视音像,湖北省广播电视信息网络股份有限公司,主板,19961210
"000666.SZ",666,经纬纺机,北京,多元金融,经纬纺织机械股份有限公司,主板,19961210
"000667.SZ",667,美好置业,云南,全国地产,美好置业集团股份有限公司,主板,19961205
"000668.SZ",668,荣丰控股,山东,医药商业,荣丰控股集团股份有限公司,主板,19961210
"000669.SZ",669,ST金鸿,吉林,供气供热,金鸿控股集团股份有限公司,主板,19961210
"000671.SZ",671,阳光城,福建,区域地产,阳光城集团股份有限公司,主板,19961218
"000672.SZ",672,上峰水泥,甘肃,水泥,甘肃上峰水泥股份有限公司,主板,19961218
"000676.SZ",676,智度股份,广东,互联网,智度科技股份有限公司,主板,19961224
"000677.SZ",677,恒天海龙,山东,化纤,恒天海龙股份有限公司,主板,19961226
"000678.SZ",678,襄阳轴承,湖北,汽车配件,襄阳汽车轴承股份有限公司,主板,19970106
"000679.SZ",679,大连友谊,辽宁,百货,大连友谊(集团)股份有限公司,主板,19970124
"000680.SZ",680,山推股份,山东,工程机械,山推工程机械股份有限公司,主板,19970122
"000681.SZ",681,视觉中国,江苏,互联网,视觉(中国)文化发展股份有限公司,主板,19970121
"000682.SZ",682,东方电子,山东,电气设备,东方电子股份有限公司,主板,19970121
"000683.SZ",683,远兴能源,内蒙,化工原料,内蒙古远兴能源股份有限公司,主板,19970131
"000685.SZ",685,中山公用,广东,水务,中山公用事业集团股份有限公司,主板,19970123
"000686.SZ",686,东北证券,吉林,证券,东北证券股份有限公司,主板,19970227
"000688.SZ",688,国城矿业,重庆,铅锌,国城矿业股份有限公司,主板,19970120
"000690.SZ",690,宝新能源,广东,火力发电,广东宝丽华新能源股份有限公司,主板,19970128
"000691.SZ",691,亚太实业,甘肃,化工原料,甘肃亚太实业发展股份有限公司,主板,19970228
"000692.SZ",692,惠天热电,辽宁,供气供热,沈阳惠天热电股份有限公司,主板,19970227
"000695.SZ",695,滨海能源,天津,广告包装,天津滨海能源发展股份有限公司,主板,19970218
"000697.SZ",697,炼石航空,陕西,航空,炼石航空科技股份有限公司,主板,19970325
"000698.SZ",698,沈阳化工,辽宁,石油加工,沈阳化工股份有限公司,主板,19970220
"000700.SZ",700,模塑科技,江苏,汽车配件,江南模塑科技股份有限公司,主板,19970228
"000701.SZ",701,厦门信达,福建,商贸代理,厦门信达股份有限公司,主板,19970226
"000703.SZ",703,恒逸石化,广西,化纤,恒逸石化股份有限公司,主板,19970328
"000705.SZ",705,浙江震元,浙江,医药商业,浙江震元股份有限公司,主板,19970410
"000708.SZ",708,中信特钢,湖北,特种钢,中信泰富特钢集团股份有限公司,主板,19970326
"000709.SZ",709,河钢股份,河北,普钢,河钢股份有限公司,主板,19970416
"000710.SZ",710,贝瑞基因,四川,医疗保健,成都市贝瑞和康基因技术股份有限公司,主板,19970422
"000711.SZ",711,京蓝科技,黑龙江,环境保护,京蓝科技股份有限公司,主板,19970411
"000712.SZ",712,锦龙股份,广东,证券,广东锦龙发展股份有限公司,主板,19970415
"000713.SZ",713,丰乐种业,安徽,种植业,合肥丰乐种业股份有限公司,主板,19970422
"000715.SZ",715,中兴商业,辽宁,百货,中兴-沈阳商业大厦(集团)股份有限公司,主板,19970508
"000716.SZ",716,黑芝麻,广西,食品,南方黑芝麻集团股份有限公司,主板,19970418
"000717.SZ",717,中南股份,广东,普钢,广东中南钢铁股份有限公司,主板,19970508
"000718.SZ",718,苏宁环球,吉林,区域地产,苏宁环球股份有限公司,主板,19970408
"000719.SZ",719,中原传媒,河南,出版业,中原大地传媒股份有限公司,主板,19970331
"000720.SZ",720,新能泰山,山东,仓储物流,山东新能泰山发电股份有限公司,主板,19970509
"000721.SZ",721,西安饮食,陕西,酒店餐饮,西安饮食股份有限公司,主板,19970430
"000722.SZ",722,湖南发展,湖南,其他建材,湖南发展集团股份有限公司,主板,19970522
"000723.SZ",723,美锦能源,山西,焦炭加工,山西美锦能源股份有限公司,主板,19970515
"000725.SZ",725,京东方A,北京,元器件,京东方科技集团股份有限公司,主板,20010112
"000726.SZ",726,鲁泰A,山东,纺织,鲁泰纺织股份有限公司,主板,20001225
"000727.SZ",727,冠捷科技,江苏,元器件,冠捷电子科技股份有限公司,主板,19970520
"000728.SZ",728,国元证券,安徽,证券,国元证券股份有限公司,主板,19970616
"000729.SZ",729,燕京啤酒,北京,啤酒,北京燕京啤酒股份有限公司,主板,19970716
"000731.SZ",731,四川美丰,四川,农药化肥,四川美丰化工股份有限公司,主板,19970617
"000733.SZ",733,振华科技,贵州,元器件,中国振华(集团)科技股份有限公司,主板,19970703
"000735.SZ",735,罗牛山,海南,农业综合,罗牛山股份有限公司,主板,19970611
"000736.SZ",736,中交地产,重庆,全国地产,中交地产股份有限公司,主板,19970425
"000737.SZ",737,北方铜业,山西,铜,北方铜业股份有限公司,主板,19970428
"000738.SZ",738,航发控制,江苏,航空,中国航发动力控制股份有限公司,主板,19970626
"000739.SZ",739,普洛药业,浙江,化学制药,普洛药业股份有限公司,主板,19970509
"000750.SZ",750,国海证券,广西,证券,国海证券股份有限公司,主板,19970709
"000751.SZ",751,锌业股份,辽宁,铅锌,葫芦岛锌业股份有限公司,主板,19970626
"000752.SZ",752,*ST西发,西藏,啤酒,西藏发展股份有限公司,主板,19970625
"000753.SZ",753,漳州发展,福建,汽车服务,福建漳州发展股份有限公司,主板,19970626
"000756.SZ",756,新华制药,山东,化学制药,山东新华制药股份有限公司,主板,19970806
"000757.SZ",757,浩物股份,四川,汽车配件,四川浩物机电股份有限公司,主板,19970627
"000758.SZ",758,中色股份,北京,铅锌,中国有色金属建设股份有限公司,主板,19970416
"000759.SZ",759,中百集团,湖北,超市连锁,中百控股集团股份有限公司,主板,19970519
"000761.SZ",761,本钢板材,辽宁,普钢,本钢板材股份有限公司,主板,19980115
"000762.SZ",762,西藏矿业,西藏,小金属,西藏矿业发展股份有限公司,主板,19970708
"000766.SZ",766,通化金马,吉林,化学制药,通化金马药业集团股份有限公司,主板,19970430
"000767.SZ",767,晋控电力,山西,火力发电,晋能控股山西电力股份有限公司,主板,19970609
"000768.SZ",768,中航西飞,陕西,航空,中航西安飞机工业集团股份有限公司,主板,19970626
"000776.SZ",776,广发证券,广东,证券,广发证券股份有限公司,主板,19970611
"000777.SZ",777,中核科技,江苏,机械基件,中核苏阀科技实业股份有限公司,主板,19970710
"000778.SZ",778,新兴铸管,河北,钢加工,新兴铸管股份有限公司,主板,19970606
"000779.SZ",779,甘咨询,甘肃,建筑工程,甘肃工程咨询集团股份有限公司,主板,19970528
"000783.SZ",783,长江证券,湖北,证券,长江证券股份有限公司,主板,19970731
"000785.SZ",785,居然之家,湖北,百货,居然之家新零售集团股份有限公司,主板,19970711
"000786.SZ",786,北新建材,北京,其他建材,北新集团建材股份有限公司,主板,19970606
"000788.SZ",788,北大医药,重庆,化学制药,北大医药股份有限公司,主板,19970616
"000789.SZ",789,万年青,江西,水泥,江西万年青水泥股份有限公司,主板,19970923
"000790.SZ",790,华神科技,四川,中成药,成都华神科技集团股份有限公司,主板,19980327
"000791.SZ",791,甘肃能源,甘肃,水力发电,甘肃电投能源发展股份有限公司,主板,19971014
"000792.SZ",792,盐湖股份,青海,农药化肥,青海盐湖工业股份有限公司,主板,19970904
"000793.SZ",793,华闻集团,海南,出版业,华闻传媒投资集团股份有限公司,主板,19970729
"000795.SZ",795,英洛华,浙江,矿物制品,英洛华科技股份有限公司,主板,19970808
"000797.SZ",797,中国武夷,福建,全国地产,中国武夷实业股份有限公司,主板,19970715
"000798.SZ",798,中水渔业,北京,渔业,中水集团远洋股份有限公司,主板,19980212
"000799.SZ",799,酒鬼酒,湖南,白酒,酒鬼酒股份有限公司,主板,19970718
"000800.SZ",800,一汽解放,吉林,汽车整车,一汽解放集团股份有限公司,主板,19970618
"000801.SZ",801,四川九洲,四川,家用电器,四川九洲电器股份有限公司,主板,19980506
"000803.SZ",803,山高环能,四川,环境保护,山高环能集团股份有限公司,主板,19980303
"000807.SZ",807,云铝股份,云南,铝,云南铝业股份有限公司,主板,19980408
"000810.SZ",810,创维数字,四川,家用电器,创维数字股份有限公司,主板,19980602
"000811.SZ",811,冰轮环境,山东,工程机械,冰轮环境技术股份有限公司,主板,19980528
"000812.SZ",812,陕西金叶,陕西,广告包装,陕西金叶科教集团股份有限公司,主板,19980623
"000813.SZ",813,德展健康,新疆,化学制药,德展大健康股份有限公司,主板,19980519
"000816.SZ",816,智慧农业,江苏,农用机械,江苏农华智慧农业科技股份有限公司,主板,19970818
"000818.SZ",818,航锦科技,辽宁,化工原料,航锦科技股份有限公司,主板,19971017
"000819.SZ",819,岳阳兴长,湖南,石油加工,岳阳兴长石化股份有限公司,主板,19970625
"000821.SZ",821,京山轻机,湖北,电气设备,湖北京山轻工机械股份有限公司,主板,19980626
"000822.SZ",822,山东海化,山东,化工原料,山东海化股份有限公司,主板,19980703
"000823.SZ",823,超声电子,广东,元器件,广东汕头超声电子股份有限公司,主板,19971008
"000825.SZ",825,太钢不锈,山西,特种钢,山西太钢不锈钢股份有限公司,主板,19981021
"000826.SZ",826,启迪环境,湖北,环境保护,启迪环境科技发展股份有限公司,主板,19980225
"000828.SZ",828,东莞控股,广东,路桥,东莞发展控股股份有限公司,主板,19970617
"000829.SZ",829,天音控股,江西,其他商业,天音通信控股股份有限公司,主板,19971202
"000831.SZ",831,中国稀土,江西,小金属,中国稀土集团资源科技股份有限公司,主板,19980911
"000833.SZ",833,粤桂股份,广西,食品,广西粤桂广业控股股份有限公司,主板,19981111
"000836.SZ",836,富通信息,天津,通信设备,天津富通信息科技股份有限公司,主板,19970929
"000837.SZ",837,秦川机床,陕西,机床制造,秦川机床工具集团股份公司,主板,19980928
"000838.SZ",838,财信发展,重庆,区域地产,财信地产发展集团股份有限公司,主板,19970626
"000848.SZ",848,承德露露,河北,软饮料,承德露露股份公司,主板,19971113
"000850.SZ",850,华茂股份,安徽,纺织,安徽华茂纺织股份有限公司,主板,19981007
"000851.SZ",851,高鸿股份,贵州,通信设备,大唐高鸿网络股份有限公司,主板,19980609
"000852.SZ",852,石化机械,湖北,化工机械,中石化石油机械股份有限公司,主板,19981126
"000856.SZ",856,冀东装备,河北,专用机械,唐山冀东装备工程股份有限公司,主板,19980813
"000858.SZ",858,五粮液,四川,白酒,宜宾五粮液股份有限公司,主板,19980427
"000859.SZ",859,国风新材,安徽,塑料,安徽国风新材料股份有限公司,主板,19981119
"000860.SZ",860,顺鑫农业,北京,白酒,北京顺鑫农业股份有限公司,主板,19981104
"000861.SZ",861,海印股份,广东,其他商业,广东海印集团股份有限公司,主板,19981028
"000862.SZ",862,银星能源,宁夏,新型电力,宁夏银星能源股份有限公司,主板,19980915
"000863.SZ",863,三湘印象,上海,区域地产,三湘印象股份有限公司,主板,19970925
"000868.SZ",868,安凯客车,安徽,汽车整车,安徽安凯汽车股份有限公司,主板,19970725
"000869.SZ",869,张裕A,山东,红黄酒,烟台张裕葡萄酿酒股份有限公司,主板,20001026
